Cameraframes.Value,Cameraframes.Timestamp,Quinine_video,Airpuff_video,Sucrose_video,Quinine_stim
887,2025-08-14T22:10:11.3676416+01:00,0,0,0,0
888,2025-08-14T22:10:11.3831296+01:00,0,0,0,0
889,2025-08-14T22:10:11.3977728+01:00,0,0,0,0
890,2025-08-14T22:10:11.4138624+01:00,0,0,0,0
891,2025-08-14T22:10:11.4277760+01:00,0,0,0,0
892,2025-08-14T22:10:11.4428032+01:00,0,0,0,0
893,2025-08-14T22:10:11.4578688+01:00,0,0,0,0
894,2025-08-14T22:10:11.4734592+01:00,0,0,0,0
895,2025-08-14T22:10:11.4879232+01:00,0,0,0,0
896,2025-08-14T22:10:11.5029120+01:00,0,0,0,0
897,2025-08-14T22:10:11.5180160+01:00,0,0,0,0
898,2025-08-14T22:10:11.5335680+01:00,0,0,0,0
899,2025-08-14T22:10:11.5481344+01:00,0,0,0,0
900,2025-08-14T22:10:11.5631360+01:00,0,0,0,0
901,2025-08-14T22:10:11.5786880+01:00,0,0,0,0
902,2025-08-14T22:10:11.5932800+01:00,0,0,0,0
903,2025-08-14T22:10:11.6087168+01:00,0,0,0,0
904,2025-08-14T22:10:11.6233088+01:00,0,0,0,0
905,2025-08-14T22:10:11.6383360+01:00,0,0,0,0
906,2025-08-14T22:10:11.6533632+01:00,0,0,0,0
907,2025-08-14T22:10:11.6685312+01:00,0,0,0,0
908,2025-08-14T22:10:11.6841472+01:00,0,0,0,0
909,2025-08-14T22:10:11.6984448+01:00,0,0,0,0
910,2025-08-14T22:10:11.7135232+01:00,0,0,0,0
911,2025-08-14T22:10:11.7285888+01:00,0,0,0,0
912,2025-08-14T22:10:11.7440640+01:00,0,0,0,0
913,2025-08-14T22:10:11.7586304+01:00,0,0,0,0
914,2025-08-14T22:10:11.7737216+01:00,0,0,0,0
915,2025-08-14T22:10:11.7891584+01:00,0,0,0,0
916,2025-08-14T22:10:11.8039040+01:00,0,0,0,0
917,2025-08-14T22:10:11.8196608+01:00,0,0,0,0
918,2025-08-14T22:10:11.8338432+01:00,0,0,0,0
919,2025-08-14T22:10:11.8488704+01:00,0,0,0,0
920,2025-08-14T22:10:11.8639616+01:00,0,0,0,0
921,2025-08-14T22:10:11.8793984+01:00,0,0,0,0
922,2025-08-14T22:10:11.8940032+01:00,0,0,0,0
923,2025-08-14T22:10:11.9090304+01:00,0,0,0,0
924,2025-08-14T22:10:11.9240704+01:00,0,0,0,0
925,2025-08-14T22:10:11.9398400+01:00,0,0,0,0
926,2025-08-14T22:10:11.9541504+01:00,0,0,0,0
927,2025-08-14T22:10:11.9692032+01:00,0,0,0,0
928,2025-08-14T22:10:11.9846784+01:00,0,0,0,0
929,2025-08-14T22:10:11.9992576+01:00,0,0,0,0
930,2025-08-14T22:10:12.0147456+01:00,0,0,0,0
931,2025-08-14T22:10:12.0293888+01:00,0,0,0,0
932,2025-08-14T22:10:12.0444288+01:00,0,0,0,0
933,2025-08-14T22:10:12.0594816+01:00,0,0,0,0
934,2025-08-14T22:10:12.0745344+01:00,0,0,0,0
935,2025-08-14T22:10:12.0901248+01:00,0,0,0,0
936,2025-08-14T22:10:12.1045888+01:00,0,0,0,0
937,2025-08-14T22:10:12.1196928+01:00,0,0,0,0
938,2025-08-14T22:10:12.1347328+01:00,0,0,0,0
939,2025-08-14T22:10:12.1502336+01:00,0,0,0,0
940,2025-08-14T22:10:12.1648896+01:00,0,0,0,0
941,2025-08-14T22:10:12.1798528+01:00,0,0,0,0
942,2025-08-14T22:10:12.1952640+01:00,0,0,0,0
943,2025-08-14T22:10:12.2100736+01:00,0,0,0,0
944,2025-08-14T22:10:12.2259200+01:00,0,0,0,0
945,2025-08-14T22:10:12.2399360+01:00,0,0,0,0
946,2025-08-14T22:10:12.2549760+01:00,0,0,0,0
947,2025-08-14T22:10:12.2700416+01:00,0,0,0,0
948,2025-08-14T22:10:12.2856192+01:00,0,0,0,0
949,2025-08-14T22:10:12.3001088+01:00,0,0,0,0
950,2025-08-14T22:10:12.3151744+01:00,0,0,0,0
951,2025-08-14T22:10:12.3302144+01:00,0,0,0,0
952,2025-08-14T22:10:12.3457792+01:00,0,0,0,0
953,2025-08-14T22:10:12.3605888+01:00,0,0,0,0
954,2025-08-14T22:10:12.3753216+01:00,0,0,0,0
955,2025-08-14T22:10:12.3908736+01:00,0,0,0,0
956,2025-08-14T22:10:12.4053760+01:00,0,0,0,0
957,2025-08-14T22:10:12.4208128+01:00,0,0,0,0
958,2025-08-14T22:10:12.4354944+01:00,0,0,0,0
959,2025-08-14T22:10:12.4505344+01:00,0,0,0,0
960,2025-08-14T22:10:12.4656256+01:00,0,0,0,0
961,2025-08-14T22:10:12.4807296+01:00,0,0,0,0
962,2025-08-14T22:10:12.4961920+01:00,0,0,0,0
963,2025-08-14T22:10:12.5107328+01:00,0,0,0,0
964,2025-08-14T22:10:12.5257600+01:00,0,0,0,0
965,2025-08-14T22:10:12.5408512+01:00,0,0,0,0
966,2025-08-14T22:10:12.5563392+01:00,0,0,0,0
967,2025-08-14T22:10:12.5709824+01:00,0,0,0,0
968,2025-08-14T22:10:12.5859968+01:00,0,0,0,0
969,2025-08-14T22:10:12.6013952+01:00,0,0,0,0
970,2025-08-14T22:10:12.6161024+01:00,0,0,0,0
971,2025-08-14T22:10:12.6319872+01:00,0,0,0,0
972,2025-08-14T22:10:12.6460800+01:00,0,0,0,0
973,2025-08-14T22:10:12.6610944+01:00,0,0,0,0
974,2025-08-14T22:10:12.6761856+01:00,0,0,0,0
975,2025-08-14T22:10:12.6913024+01:00,0,0,0,0
976,2025-08-14T22:10:12.7062144+01:00,0,0,0,0
977,2025-08-14T22:10:12.7213056+01:00,0,0,0,0
978,2025-08-14T22:10:12.7363328+01:00,0,0,0,0
979,2025-08-14T22:10:12.7519488+01:00,0,0,0,0
980,2025-08-14T22:10:12.7664256+01:00,0,0,0,0
981,2025-08-14T22:10:12.7815168+01:00,0,0,0,0
982,2025-08-14T22:10:12.7964672+01:00,0,0,0,0
983,2025-08-14T22:10:12.8120960+01:00,0,0,0,0
984,2025-08-14T22:10:12.8265600+01:00,0,0,0,0
985,2025-08-14T22:10:12.8416000+01:00,0,0,0,0
986,2025-08-14T22:10:12.8571392+01:00,0,0,0,0
987,2025-08-14T22:10:12.8717184+01:00,0,0,0,0
988,2025-08-14T22:10:12.8870784+01:00,0,0,0,0
989,2025-08-14T22:10:12.9017600+01:00,0,0,0,0
990,2025-08-14T22:10:12.9168384+01:00,0,0,0,0
991,2025-08-14T22:10:12.9318784+01:00,0,0,0,0
992,2025-08-14T22:10:12.9469824+01:00,0,0,0,0
993,2025-08-14T22:10:12.9625216+01:00,0,0,0,0
994,2025-08-14T22:10:12.9769984+01:00,0,0,0,0
995,2025-08-14T22:10:12.9920640+01:00,0,0,0,0
996,2025-08-14T22:10:13.0070912+01:00,0,0,0,0
997,2025-08-14T22:10:13.0226944+01:00,0,0,0,0
998,2025-08-14T22:10:13.0371712+01:00,0,0,0,0
999,2025-08-14T22:10:13.0521984+01:00,0,0,0,0
1000,2025-08-14T22:10:13.0677376+01:00,0,0,0,0
1001,2025-08-14T22:10:13.0823680+01:00,0,0,0,0
1002,2025-08-14T22:10:13.0980224+01:00,0,0,0,0
1003,2025-08-14T22:10:13.1123200+01:00,0,0,0,0
1004,2025-08-14T22:10:13.1273216+01:00,0,0,0,0
1005,2025-08-14T22:10:13.1423616+01:00,0,0,0,0
1006,2025-08-14T22:10:13.1574528+01:00,0,0,0,0
1007,2025-08-14T22:10:13.1731072+01:00,0,0,0,0
1008,2025-08-14T22:10:13.1876352+01:00,0,0,0,0
1009,2025-08-14T22:10:13.2025728+01:00,0,0,0,0
1010,2025-08-14T22:10:13.2175872+01:00,0,0,0,0
1011,2025-08-14T22:10:13.2330880+01:00,0,0,0,0
1012,2025-08-14T22:10:13.2476672+01:00,0,0,0,0
1013,2025-08-14T22:10:13.2626944+01:00,0,0,0,0
1014,2025-08-14T22:10:13.2782720+01:00,0,0,0,0
1015,2025-08-14T22:10:13.2929920+01:00,0,0,0,0
1016,2025-08-14T22:10:13.3083392+01:00,0,0,0,0
1017,2025-08-14T22:10:13.3229056+01:00,0,0,0,0
1018,2025-08-14T22:10:13.3379712+01:00,0,0,0,0
1019,2025-08-14T22:10:13.3529984+01:00,0,0,0,0
1020,2025-08-14T22:10:13.3680256+01:00,0,0,0,0
1021,2025-08-14T22:10:13.3834368+01:00,0,0,0,0
1022,2025-08-14T22:10:13.3982208+01:00,0,0,0,0
1023,2025-08-14T22:10:13.4132992+01:00,0,0,0,0
1024,2025-08-14T22:10:13.4282496+01:00,0,0,0,0
1025,2025-08-14T22:10:13.4438016+01:00,0,0,0,0
1026,2025-08-14T22:10:13.4583296+01:00,0,0,0,0
1027,2025-08-14T22:10:13.4733440+01:00,0,0,0,0
1028,2025-08-14T22:10:13.4892672+01:00,0,0,0,0
1029,2025-08-14T22:10:13.5034240+01:00,0,0,0,0
1030,2025-08-14T22:10:13.5184768+01:00,0,0,0,0
1031,2025-08-14T22:10:13.5335936+01:00,0,0,0,0
1032,2025-08-14T22:10:13.5493504+01:00,0,0,0,0
1033,2025-08-14T22:10:13.5635968+01:00,0,0,0,0
1034,2025-08-14T22:10:13.5788928+01:00,0,0,0,0
1035,2025-08-14T22:10:13.5939328+01:00,0,0,0,0
1036,2025-08-14T22:10:13.6092032+01:00,0,0,0,0
1037,2025-08-14T22:10:13.6237696+01:00,0,0,0,0
1038,2025-08-14T22:10:13.6388480+01:00,0,0,0,0
1039,2025-08-14T22:10:13.6542976+01:00,0,0,0,0
1040,2025-08-14T22:10:13.6688896+01:00,0,0,0,0
1041,2025-08-14T22:10:13.6842752+01:00,0,0,0,0
1042,2025-08-14T22:10:13.6989568+01:00,0,0,0,0
1043,2025-08-14T22:10:13.7140096+01:00,0,0,0,0
1044,2025-08-14T22:10:13.7290752+01:00,0,0,0,0
1045,2025-08-14T22:10:13.7441792+01:00,0,0,0,0
1046,2025-08-14T22:10:13.7596672+01:00,0,0,0,0
1047,2025-08-14T22:10:13.7741952+01:00,0,0,0,0
1048,2025-08-14T22:10:13.7892736+01:00,0,0,0,0
1049,2025-08-14T22:10:13.8042752+01:00,0,0,0,0
1050,2025-08-14T22:10:13.8198400+01:00,0,0,0,0
1051,2025-08-14T22:10:13.8343552+01:00,0,0,0,0
1052,2025-08-14T22:10:13.8493952+01:00,0,0,0,0
1053,2025-08-14T22:10:13.8649472+01:00,0,0,0,0
1054,2025-08-14T22:10:13.8796160+01:00,0,0,0,0
1055,2025-08-14T22:10:13.8955008+01:00,0,0,0,0
1056,2025-08-14T22:10:13.9095296+01:00,0,0,0,0
1057,2025-08-14T22:10:13.9245952+01:00,0,0,0,0
1058,2025-08-14T22:10:13.9396352+01:00,0,0,0,0
1059,2025-08-14T22:10:13.9551616+01:00,0,0,0,0
1060,2025-08-14T22:10:13.9697280+01:00,0,0,0,0
1061,2025-08-14T22:10:13.9847424+01:00,0,0,0,0
1062,2025-08-14T22:10:13.9997824+01:00,0,0,0,0
1063,2025-08-14T22:10:14.0153472+01:00,0,0,0,0
1064,2025-08-14T22:10:14.0298624+01:00,0,0,0,0
1065,2025-08-14T22:10:14.0449280+01:00,0,0,0,0
1066,2025-08-14T22:10:14.0603904+01:00,0,0,0,0
1067,2025-08-14T22:10:14.0750336+01:00,0,0,0,0
1068,2025-08-14T22:10:14.0904448+01:00,0,0,0,0
1069,2025-08-14T22:10:14.1050752+01:00,0,0,0,0
1070,2025-08-14T22:10:14.1201408+01:00,0,0,0,0
1071,2025-08-14T22:10:14.1351936+01:00,0,0,0,0
1072,2025-08-14T22:10:14.1503104+01:00,0,0,0,0
1073,2025-08-14T22:10:14.1657472+01:00,0,0,0,0
1074,2025-08-14T22:10:14.1802880+01:00,0,0,0,0
1075,2025-08-14T22:10:14.1953152+01:00,0,0,0,0
1076,2025-08-14T22:10:14.2104064+01:00,0,0,0,0
1077,2025-08-14T22:10:14.2259456+01:00,0,0,0,0
1078,2025-08-14T22:10:14.2404480+01:00,0,0,0,0
1079,2025-08-14T22:10:14.2555264+01:00,0,0,0,0
1080,2025-08-14T22:10:14.2710016+01:00,0,0,0,0
1081,2025-08-14T22:10:14.2856960+01:00,0,0,0,0
1082,2025-08-14T22:10:14.3015808+01:00,0,0,0,0
1083,2025-08-14T22:10:14.3156480+01:00,0,0,0,0
1084,2025-08-14T22:10:14.3307264+01:00,0,0,0,0
1085,2025-08-14T22:10:14.3457792+01:00,0,0,0,0
1086,2025-08-14T22:10:14.3613568+01:00,0,0,0,0
1087,2025-08-14T22:10:14.3758720+01:00,0,0,0,0
1088,2025-08-14T22:10:14.3909248+01:00,0,0,0,0
1089,2025-08-14T22:10:14.4058880+01:00,0,0,0,0
1090,2025-08-14T22:10:14.4214400+01:00,0,0,0,0
1091,2025-08-14T22:10:14.4359808+01:00,0,0,0,0
1092,2025-08-14T22:10:14.4510080+01:00,0,0,0,0
1093,2025-08-14T22:10:14.4665088+01:00,0,0,0,0
1094,2025-08-14T22:10:14.4812032+01:00,0,0,0,0
1095,2025-08-14T22:10:14.4965120+01:00,0,0,0,0
1096,2025-08-14T22:10:14.5111680+01:00,0,0,0,0
1097,2025-08-14T22:10:14.5262720+01:00,0,0,0,0
1098,2025-08-14T22:10:14.5413120+01:00,0,0,0,0
1099,2025-08-14T22:10:14.5564032+01:00,0,0,0,0
1100,2025-08-14T22:10:14.5719552+01:00,0,0,0,0
1101,2025-08-14T22:10:14.5864448+01:00,0,0,0,0
1102,2025-08-14T22:10:14.6014464+01:00,0,0,0,0
1103,2025-08-14T22:10:14.6165248+01:00,0,0,0,0
1104,2025-08-14T22:10:14.6320896+01:00,0,0,0,0
1105,2025-08-14T22:10:14.6465792+01:00,0,0,0,0
1106,2025-08-14T22:10:14.6616320+01:00,0,0,0,0
1107,2025-08-14T22:10:14.6771456+01:00,0,0,0,0
1108,2025-08-14T22:10:14.6918144+01:00,0,0,0,0
1109,2025-08-14T22:10:14.7076992+01:00,0,0,0,0
1110,2025-08-14T22:10:14.7217792+01:00,0,0,0,0
1111,2025-08-14T22:10:14.7368192+01:00,0,0,0,0
1112,2025-08-14T22:10:14.7518464+01:00,0,0,0,0
1113,2025-08-14T22:10:14.7674240+01:00,0,0,0,0
1114,2025-08-14T22:10:14.7819648+01:00,0,0,0,0
1115,2025-08-14T22:10:14.7969792+01:00,0,0,0,0
1116,2025-08-14T22:10:14.8120192+01:00,0,0,0,0
1117,2025-08-14T22:10:14.8275328+01:00,0,0,0,0
1118,2025-08-14T22:10:14.8421632+01:00,0,0,0,0
1119,2025-08-14T22:10:14.8571264+01:00,0,0,0,0
1120,2025-08-14T22:10:14.8726784+01:00,0,0,0,0
1121,2025-08-14T22:10:14.8872448+01:00,0,0,0,0
1122,2025-08-14T22:10:14.9026688+01:00,0,0,0,0
1123,2025-08-14T22:10:14.9173120+01:00,0,0,0,0
1124,2025-08-14T22:10:14.9323776+01:00,0,0,0,0
1125,2025-08-14T22:10:14.9474176+01:00,0,0,0,0
1126,2025-08-14T22:10:14.9626240+01:00,0,0,0,0
1127,2025-08-14T22:10:14.9780864+01:00,0,0,0,0
1128,2025-08-14T22:10:14.9925376+01:00,0,0,0,0
1129,2025-08-14T22:10:15.0075520+01:00,0,0,0,0
1130,2025-08-14T22:10:15.0226560+01:00,0,0,0,0
1131,2025-08-14T22:10:15.0381568+01:00,0,0,0,0
1132,2025-08-14T22:10:15.0526848+01:00,0,0,0,0
1133,2025-08-14T22:10:15.0677632+01:00,0,0,0,0
1134,2025-08-14T22:10:15.0832256+01:00,0,0,0,0
1135,2025-08-14T22:10:15.0979840+01:00,0,0,0,0
1136,2025-08-14T22:10:15.1140736+01:00,0,0,0,0
1137,2025-08-14T22:10:15.1278848+01:00,0,0,0,0
1138,2025-08-14T22:10:15.1429632+01:00,0,0,0,0
1139,2025-08-14T22:10:15.1579520+01:00,0,0,0,0
1140,2025-08-14T22:10:15.1738112+01:00,0,0,0,0
1141,2025-08-14T22:10:15.1880320+01:00,0,0,0,0
1142,2025-08-14T22:10:15.2030976+01:00,0,0,0,0
1143,2025-08-14T22:10:15.2181376+01:00,0,0,0,0
1144,2025-08-14T22:10:15.2336512+01:00,0,0,0,0
1145,2025-08-14T22:10:15.2483328+01:00,0,0,0,0
1146,2025-08-14T22:10:15.2632320+01:00,0,0,0,0
1147,2025-08-14T22:10:15.2788352+01:00,0,0,0,0
1148,2025-08-14T22:10:15.2933632+01:00,0,0,0,0
1149,2025-08-14T22:10:15.3087232+01:00,0,0,0,0
1150,2025-08-14T22:10:15.3234304+01:00,0,0,0,0
1151,2025-08-14T22:10:15.3384704+01:00,0,0,0,0
1152,2025-08-14T22:10:15.3535104+01:00,0,0,0,0
1153,2025-08-14T22:10:15.3686656+01:00,0,0,0,0
1154,2025-08-14T22:10:15.3841792+01:00,0,0,0,0
1155,2025-08-14T22:10:15.3986304+01:00,0,0,0,0
1156,2025-08-14T22:10:15.4136576+01:00,0,0,0,0
1157,2025-08-14T22:10:15.4287744+01:00,0,0,0,0
1158,2025-08-14T22:10:15.4442880+01:00,0,0,0,0
1159,2025-08-14T22:10:15.4588288+01:00,0,0,0,0
1160,2025-08-14T22:10:15.4739584+01:00,0,0,0,0
1161,2025-08-14T22:10:15.4893952+01:00,0,0,0,0
1162,2025-08-14T22:10:15.5040640+01:00,0,0,0,0
1163,2025-08-14T22:10:15.5199104+01:00,0,0,0,0
1164,2025-08-14T22:10:15.5340288+01:00,0,0,0,0
1165,2025-08-14T22:10:15.5490944+01:00,0,0,0,0
1166,2025-08-14T22:10:15.5640832+01:00,0,0,0,0
1167,2025-08-14T22:10:15.5797120+01:00,0,0,0,0
1168,2025-08-14T22:10:15.5941888+01:00,0,0,0,0
1169,2025-08-14T22:10:15.6093184+01:00,0,0,0,0
1170,2025-08-14T22:10:15.6242688+01:00,0,0,0,0
1171,2025-08-14T22:10:15.6398080+01:00,0,0,0,0
1172,2025-08-14T22:10:15.6543488+01:00,0,0,0,0
1173,2025-08-14T22:10:15.6693760+01:00,0,0,0,0
1174,2025-08-14T22:10:15.6848512+01:00,0,0,0,0
1175,2025-08-14T22:10:15.6994560+01:00,0,0,0,0
1176,2025-08-14T22:10:15.7148928+01:00,0,0,0,0
1177,2025-08-14T22:10:15.7295488+01:00,0,0,0,0
1178,2025-08-14T22:10:15.7446016+01:00,0,0,0,0
1179,2025-08-14T22:10:15.7596160+01:00,0,0,0,0
1180,2025-08-14T22:10:15.7747712+01:00,0,0,0,0
1181,2025-08-14T22:10:15.7904384+01:00,0,0,0,0
1182,2025-08-14T22:10:15.8047360+01:00,0,0,0,0
1183,2025-08-14T22:10:15.8198016+01:00,0,0,0,0
1184,2025-08-14T22:10:15.8349056+01:00,0,0,0,0
1185,2025-08-14T22:10:15.8505088+01:00,0,0,0,0
1186,2025-08-14T22:10:15.8649088+01:00,0,0,0,0
1187,2025-08-14T22:10:15.8800768+01:00,0,0,0,0
1188,2025-08-14T22:10:15.8954368+01:00,0,0,0,0
1189,2025-08-14T22:10:15.9101568+01:00,0,0,0,0
1190,2025-08-14T22:10:15.9259264+01:00,0,0,0,0
1191,2025-08-14T22:10:15.9401344+01:00,0,0,0,0
1192,2025-08-14T22:10:15.9553920+01:00,0,0,0,0
1193,2025-08-14T22:10:15.9702144+01:00,0,0,0,0
1194,2025-08-14T22:10:15.9854208+01:00,0,0,0,0
1195,2025-08-14T22:10:16.0002944+01:00,0,0,0,0
1196,2025-08-14T22:10:16.0153088+01:00,0,0,0,0
1197,2025-08-14T22:10:16.0304128+01:00,0,0,0,0
1198,2025-08-14T22:10:16.0460160+01:00,0,0,0,0
1199,2025-08-14T22:10:16.0604416+01:00,0,0,0,0
1200,2025-08-14T22:10:16.0755072+01:00,0,0,0,0
1201,2025-08-14T22:10:16.0905728+01:00,0,0,0,0
1202,2025-08-14T22:10:16.1061632+01:00,0,0,0,0
1203,2025-08-14T22:10:16.1206400+01:00,0,0,0,0
1204,2025-08-14T22:10:16.1356800+01:00,0,0,0,0
1205,2025-08-14T22:10:16.1511424+01:00,0,0,0,0
1206,2025-08-14T22:10:16.1660032+01:00,0,0,0,0
1207,2025-08-14T22:10:16.1813632+01:00,0,0,0,0
1208,2025-08-14T22:10:16.1958400+01:00,0,0,0,0
1209,2025-08-14T22:10:16.2109056+01:00,0,0,0,0
1210,2025-08-14T22:10:16.2260096+01:00,0,0,0,0
1211,2025-08-14T22:10:16.2411264+01:00,0,0,0,0
1212,2025-08-14T22:10:16.2566400+01:00,0,0,0,0
1213,2025-08-14T22:10:16.2710656+01:00,0,0,0,0
1214,2025-08-14T22:10:16.2861312+01:00,0,0,0,0
1215,2025-08-14T22:10:16.3011712+01:00,0,0,0,0
1216,2025-08-14T22:10:16.3166848+01:00,0,0,0,0
1217,2025-08-14T22:10:16.3312256+01:00,0,0,0,0
1218,2025-08-14T22:10:16.3463040+01:00,0,0,0,0
1219,2025-08-14T22:10:16.3618688+01:00,0,0,0,0
1220,2025-08-14T22:10:16.3764480+01:00,0,0,0,0
1221,2025-08-14T22:10:16.3918976+01:00,0,0,0,0
1222,2025-08-14T22:10:16.4063616+01:00,0,0,0,0
1223,2025-08-14T22:10:16.4214400+01:00,0,0,0,0
1224,2025-08-14T22:10:16.4366080+01:00,0,0,0,0
1225,2025-08-14T22:10:16.4516736+01:00,0,0,0,0
1226,2025-08-14T22:10:16.4670080+01:00,0,0,0,0
1227,2025-08-14T22:10:16.4816768+01:00,0,0,0,0
1228,2025-08-14T22:10:16.4966016+01:00,0,0,0,0
1229,2025-08-14T22:10:16.5116416+01:00,0,0,0,0
1230,2025-08-14T22:10:16.5271296+01:00,0,0,0,0
1231,2025-08-14T22:10:16.5417856+01:00,0,0,0,0
1232,2025-08-14T22:10:16.5569408+01:00,0,0,0,0
1233,2025-08-14T22:10:16.5722880+01:00,0,0,0,0
1234,2025-08-14T22:10:16.5869312+01:00,0,0,0,0
1235,2025-08-14T22:10:16.6023040+01:00,0,0,0,0
1236,2025-08-14T22:10:16.6169728+01:00,0,0,0,0
1237,2025-08-14T22:10:16.6320640+01:00,0,0,0,0
1238,2025-08-14T22:10:16.6471168+01:00,0,0,0,0
1239,2025-08-14T22:10:16.6621440+01:00,0,0,0,0
1240,2025-08-14T22:10:16.6775808+01:00,0,0,0,0
1240,2025-08-14T22:10:16.6775808+01:00,0,1,0,0
1241,2025-08-14T22:10:16.6922112+01:00,0,1,0,0
1242,2025-08-14T22:10:16.7074560+01:00,0,1,0,0
1243,2025-08-14T22:10:16.7224448+01:00,0,1,0,0
1244,2025-08-14T22:10:16.7380224+01:00,0,1,0,0
1245,2025-08-14T22:10:16.7524480+01:00,0,1,0,0
1246,2025-08-14T22:10:16.7675392+01:00,0,1,0,0
1247,2025-08-14T22:10:16.7833984+01:00,0,1,0,0
1248,2025-08-14T22:10:16.7975168+01:00,0,1,0,0
1249,2025-08-14T22:10:16.8125440+01:00,0,1,0,0
1250,2025-08-14T22:10:16.8277120+01:00,0,1,0,0
1251,2025-08-14T22:10:16.8431360+01:00,0,1,0,0
1252,2025-08-14T22:10:16.8576768+01:00,0,1,0,0
1253,2025-08-14T22:10:16.8727296+01:00,0,1,0,0
1254,2025-08-14T22:10:16.8877568+01:00,0,1,0,0
1255,2025-08-14T22:10:16.9032960+01:00,0,1,0,0
1256,2025-08-14T22:10:16.9178112+01:00,0,1,0,0
1257,2025-08-14T22:10:16.9329024+01:00,0,1,0,0
1258,2025-08-14T22:10:16.9484416+01:00,0,1,0,0
1259,2025-08-14T22:10:16.9629440+01:00,0,1,0,0
1260,2025-08-14T22:10:16.9784576+01:00,0,1,0,0
1261,2025-08-14T22:10:16.9930624+01:00,0,1,0,0
1262,2025-08-14T22:10:17.0080768+01:00,0,1,0,0
1263,2025-08-14T22:10:17.0231552+01:00,0,1,0,0
1264,2025-08-14T22:10:17.0382976+01:00,0,1,0,0
1265,2025-08-14T22:10:17.0538368+01:00,0,1,0,0
1266,2025-08-14T22:10:17.0682240+01:00,0,1,0,0
1267,2025-08-14T22:10:17.0833280+01:00,0,1,0,0
1268,2025-08-14T22:10:17.0984064+01:00,0,1,0,0
1269,2025-08-14T22:10:17.1139200+01:00,0,1,0,0
1270,2025-08-14T22:10:17.1284608+01:00,0,1,0,0
1271,2025-08-14T22:10:17.1435264+01:00,0,1,0,0
1272,2025-08-14T22:10:17.1590272+01:00,0,1,0,0
1273,2025-08-14T22:10:17.1735936+01:00,0,1,0,0
1274,2025-08-14T22:10:17.1895936+01:00,0,1,0,0
1275,2025-08-14T22:10:17.2036864+01:00,0,1,0,0
1276,2025-08-14T22:10:17.2186496+01:00,0,1,0,0
1277,2025-08-14T22:10:17.2337280+01:00,0,1,0,0
1278,2025-08-14T22:10:17.2492800+01:00,0,1,0,0
1279,2025-08-14T22:10:17.2637696+01:00,0,1,0,0
1280,2025-08-14T22:10:17.2788864+01:00,0,1,0,0
1281,2025-08-14T22:10:17.2938752+01:00,0,1,0,0
1282,2025-08-14T22:10:17.3093760+01:00,0,1,0,0
1283,2025-08-14T22:10:17.3239680+01:00,0,1,0,0
1284,2025-08-14T22:10:17.3390208+01:00,0,1,0,0
1285,2025-08-14T22:10:17.3545216+01:00,0,1,0,0
1286,2025-08-14T22:10:17.3690752+01:00,0,1,0,0
1287,2025-08-14T22:10:17.3845632+01:00,0,1,0,0
1288,2025-08-14T22:10:17.3991808+01:00,0,1,0,0
1289,2025-08-14T22:10:17.4141952+01:00,0,1,0,0
1290,2025-08-14T22:10:17.4292736+01:00,0,1,0,0
1291,2025-08-14T22:10:17.4444160+01:00,0,1,0,0
1292,2025-08-14T22:10:17.4598656+01:00,0,1,0,0
1293,2025-08-14T22:10:17.4743680+01:00,0,1,0,0
1294,2025-08-14T22:10:17.4894464+01:00,0,1,0,0
1295,2025-08-14T22:10:17.5044992+01:00,0,1,0,0
1296,2025-08-14T22:10:17.5201152+01:00,0,1,0,0
1297,2025-08-14T22:10:17.5345792+01:00,0,1,0,0
1298,2025-08-14T22:10:17.5496448+01:00,0,1,0,0
1299,2025-08-14T22:10:17.5651072+01:00,0,1,0,0
1300,2025-08-14T22:10:17.5799040+01:00,0,1,0,0
1301,2025-08-14T22:10:17.5958400+01:00,0,1,0,0
1302,2025-08-14T22:10:17.6097408+01:00,0,1,0,0
1303,2025-08-14T22:10:17.6247936+01:00,0,1,0,0
1304,2025-08-14T22:10:17.6398336+01:00,0,1,0,0
1305,2025-08-14T22:10:17.6554752+01:00,0,1,0,0
1306,2025-08-14T22:10:17.6698880+01:00,0,1,0,0
1306,2025-08-14T22:10:17.6698880+01:00,0,0,0,0
1307,2025-08-14T22:10:17.6849664+01:00,0,0,0,0
1308,2025-08-14T22:10:17.7000448+01:00,0,0,0,0
1309,2025-08-14T22:10:17.7155968+01:00,0,0,0,0
1310,2025-08-14T22:10:17.7301120+01:00,0,0,0,0
1311,2025-08-14T22:10:17.7451136+01:00,0,0,0,0
1312,2025-08-14T22:10:17.7606144+01:00,0,0,0,0
1313,2025-08-14T22:10:17.7752192+01:00,0,0,0,0
1314,2025-08-14T22:10:17.7906432+01:00,0,0,0,0
1315,2025-08-14T22:10:17.8053120+01:00,0,0,0,0
1316,2025-08-14T22:10:17.8203008+01:00,0,0,0,0
1317,2025-08-14T22:10:17.8353792+01:00,0,0,0,0
1318,2025-08-14T22:10:17.8505216+01:00,0,0,0,0
1319,2025-08-14T22:10:17.8660864+01:00,0,0,0,0
1320,2025-08-14T22:10:17.8804992+01:00,0,0,0,0
1321,2025-08-14T22:10:17.8955392+01:00,0,0,0,0
1322,2025-08-14T22:10:17.9106432+01:00,0,0,0,0
1323,2025-08-14T22:10:17.9261568+01:00,0,0,0,0
